pincode,canonical_city_id,districts,states,office_count,has_delivery_office,decision,decision_rule,source
400072,mumbai,MUMBAI SUBURBAN,MAHARASHTRA,2,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
400074,mumbai,MUMBAI SUBURBAN,MAHARASHTRA,3,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
400075,mumbai,MUMBAI SUBURBAN,MAHARASHTRA,3,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
400076,mumbai,MUMBAI SUBURBAN,MAHARASHTRA,1,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
400077,mumbai,MUMBAI SUBURBAN,MAHARASHTRA,1,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
400078,mumbai,MUMBAI SUBURBAN,MAHARASHTRA,5,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
400079,mumbai,MUMBAI SUBURBAN,MAHARASHTRA,2,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
400080,mumbai,MUMBAI SUBURBAN,MAHARASHTRA,5,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
400081,mumbai,MUMBAI SUBURBAN,MAHARASHTRA,2,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
400082,mumbai,MUMBAI SUBURBAN,MAHARASHTRA,2,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
400083,mumbai,MUMBAI SUBURBAN,MAHARASHTRA,2,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
400084,mumbai,MUMBAI SUBURBAN,MAHARASHTRA,1,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
400085,mumbai,MUMBAI SUBURBAN,MAHARASHTRA,1,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
400086,mumbai,MUMBAI SUBURBAN,MAHARASHTRA,3,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
400087,mumbai,MUMBAI SUBURBAN,MAHARASHTRA,1,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
400088,mumbai,MUMBAI SUBURBAN,MAHARASHTRA,3,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
400089,mumbai,MUMBAI SUBURBAN,MAHARASHTRA,2,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
400091,mumbai,MUMBAI SUBURBAN,MAHARASHTRA,1,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
400092,mumbai,MUMBAI SUBURBAN,MAHARASHTRA,1,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
400093,mumbai,MUMBAI SUBURBAN,MAHARASHTRA,1,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
400094,mumbai,MUMBAI SUBURBAN,MAHARASHTRA,1,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
400095,mumbai,MUMBAI SUBURBAN,MAHARASHTRA,2,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
400096,mumbai,MUMBAI SUBURBAN,MAHARASHTRA,1,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
400097,mumbai,MUMBAI SUBURBAN,MAHARASHTRA,2,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
400098,mumbai,MUMBAI SUBURBAN,MAHARASHTRA,1,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
400099,mumbai,MUMBAI SUBURBAN,MAHARASHTRA,3,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
400101,mumbai,MUMBAI SUBURBAN,MAHARASHTRA,1,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
400102,mumbai,MUMBAI SUBURBAN,MAHARASHTRA,2,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
400103,mumbai,MUMBAI SUBURBAN,MAHARASHTRA,1,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
400104,mumbai,MUMBAI SUBURBAN,MAHARASHTRA,4,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
