pincode,canonical_city_id,districts,states,office_count,has_delivery_office,decision,decision_rule,source
411068,pune,PUNE,MAHARASHTRA,1,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
411070,pune,PUNE,MAHARASHTRA,1,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412101,pune,PUNE,MAHARASHTRA,6,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412102,pune,PUNE,MAHARASHTRA,4,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412103,pune,PUNE,MAHARASHTRA,4,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412104,pune,PUNE,MAHARASHTRA,9,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412105,pune,PUNE,MAHARASHTRA,7,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412106,pune,PUNE,MAHARASHTRA,8,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412107,pune,PUNE,MAHARASHTRA,10,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412108,pune,PUNE,MAHARASHTRA,12,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412109,pune,PUNE,MAHARASHTRA,2,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412110,pune,PUNE,MAHARASHTRA,3,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412112,pune,PUNE,MAHARASHTRA,1,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412115,pune,PUNE,MAHARASHTRA,13,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412201,pune,PUNE,MAHARASHTRA,4,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412202,pune,PUNE,MAHARASHTRA,7,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412203,pune,PUNE,MAHARASHTRA,11,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412204,pune,PUNE,MAHARASHTRA,4,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412205,pune,PUNE,MAHARASHTRA,22,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412206,pune,PUNE,MAHARASHTRA,37,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412207,pune,PUNE,MAHARASHTRA,9,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412208,pune,PUNE,MAHARASHTRA,12,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412209,pune,PUNE,MAHARASHTRA,7,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412210,pune,PUNE,MAHARASHTRA,8,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412211,pune,PUNE,MAHARASHTRA,11,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412212,pune,PUNE,MAHARASHTRA,5,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412213,pune,PUNE,MAHARASHTRA,19,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412214,pune,PUNE,MAHARASHTRA,8,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412215,pune,PUNE,MAHARASHTRA,2,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412216,pune,PUNE,MAHARASHTRA,6,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412218,pune,PUNE,MAHARASHTRA,6,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412219,pune,PUNE,MAHARASHTRA,5,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412220,pune,PUNE,MAHARASHTRA,3,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412301,pune,PUNE,MAHARASHTRA,17,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412303,pune,PUNE,MAHARASHTRA,12,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412304,pune,PUNE,MAHARASHTRA,2,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412305,pune,PUNE,MAHARASHTRA,7,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412306,pune,PUNE,MAHARASHTRA,5,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412307,pune,PUNE,MAHARASHTRA,2,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412308,pune,PUNE,MAHARASHTRA,3,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412311,pune,PUNE,MAHARASHTRA,6,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412312,pune,PUNE,MAHARASHTRA,2,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412401,pune,PUNE,MAHARASHTRA,5,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412402,pune,PUNE,MAHARASHTRA,9,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412403,pune,PUNE,MAHARASHTRA,3,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412404,pune,PUNE,MAHARASHTRA,7,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412405,pune,PUNE,MAHARASHTRA,2,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412406,pune,PUNE,MAHARASHTRA,4,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412408,pune,PUNE,MAHARASHTRA,5,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412409,pune,PUNE,MAHARASHTRA,14,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412410,pune,PUNE,MAHARASHTRA,5,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412411,pune,PUNE,MAHARASHTRA,5,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
412412,pune,PUNE,MAHARASHTRA,5,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
413102,pune,PUNE,MAHARASHTRA,21,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
413103,pune,PUNE,MAHARASHTRA,8,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
413104,pune,PUNE,MAHARASHTRA,11,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
413105,pune,PUNE,MAHARASHTRA,5,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
413106,pune,PUNE,MAHARASHTRA,7,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
413110,pune,PUNE,MAHARASHTRA,7,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
413114,pune,PUNE,MAHARASHTRA,11,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
413115,pune,PUNE,MAHARASHTRA,2,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
413116,pune,PUNE,MAHARASHTRA,2,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
413120,pune,PUNE,MAHARASHTRA,5,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
413130,pune,PUNE,MAHARASHTRA,9,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
413132,pune,PUNE,MAHARASHTRA,5,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
413133,pune,PUNE,MAHARASHTRA,3,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
413211,pune,PUNE,MAHARASHTRA,1,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
413801,pune,PUNE,MAHARASHTRA,13,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
413802,pune,PUNE,MAHARASHTRA,2,true,include,office district is in configured city scope,https://www.data.gov.in/sites/default/files/datafile/pincode.csv
