rank,hex_id,name,final_affluence_score,affluence_tier,spatial_relation,confidence_score,countable_family_tam,direct_family_tam,direct_total_units,direct_luxury_society_tam,conservative_50l_plus_family_tam,conservative_50l_plus_share_of_direct_tam,estimated_40l_plus_family_tam_linear_25_50_split,estimated_40l_plus_share_linear_25_50_split,nearby_family_tam_weighted_context,society_cluster_tam_weighted_context_not_counted,market_price_per_sqft,refined_budget_segment,premium_candidate_score,rental_yield_pct,yearly_appreciation_pct,society_score,society_cluster_score,hospital_score,market_score,sez_workplace_score,habitability_score,habitability_class,habitable_for_residential_tam,societies_direct_count,societies_nearby_count,society_cluster_project_count,hospitals_nearby_count,top_societies,top_hospitals,quality_flags
31,87618925affffff,Ashokanagar-Sampangirama Nagar,66.171,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,1482.0,1482.0,1482.0,0.0,0.0,0.0,0.0,1631.43,2134.71,15550.110674525216,Ultra Premium,0.6690294845359852,2.0,9.6,0.684961,0.758164,0.928466,0.86833,0.217402,0.845128,dense_habitable,True,45,79,132,181,"Manish Complex (Ultra Luxury, TAM 100) | Fortius Infra (Super Luxury, TAM 220) | Tekton Kenwood Park (Super Luxury, TAM 145) | kumar ashraya (Ultra Luxury, TAM 60) | Prestige The Elgin (Ultra Luxury, TAM 54)","Vikram Aura Hospital (Ultra Premium, 7.5 min) | Sita Bhateja Specialty Hospital (Ultra Premium, 5.1 min) | Apollo Spectra Hospitals (Ultra Premium, 8.7 min) | Cloudnine Hospital - Jayanagar (Ultra Premium, 11.0 min) | HCG  - The Specialist in Cancer Care (Ultra Premium, 7.2 min)",
32,8761892cbffffff,Byatarayanapura,66.0578,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,2480.0,2480.0,2480.0,0.0,0.0,0.0,0.0,2973.55,4534.09,6736.0,Mid-Segment,0.06040309948062087,3.0,,0.759359,0.91503,0.776341,0.485009,0.534125,0.812445,dense_habitable,True,15,43,115,99," L&T Raintree Boulevard (Elite Luxury, TAM 1,088) | Century Ethos (Elite Luxury, TAM 373) | L&T Olivia at Raintree Boulevard (Elite Luxury, TAM 165) | Godrej Platinum (Elite Luxury, TAM 135) | Esteem Gardenia (Elite Luxury, TAM 128)","Aster CMI Hospital (Ultra Premium, 1.9 min) | Mind and Brain hospital (Ultra Premium, 1.7 min) | Medstar Speciality Hospital (Ultra Premium, 1.1 min) | People Tree Hospitals (Ultra Premium, 13.9 min) | Maarga (Ultra Premium, 10.7 min)",
33,876189273ffffff,Halanayakanahalli-Kasavanahalli,65.8459,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,4832.0,4832.0,4832.0,0.0,0.0,0.0,0.0,5277.53,7359.29,8107.636085626911,Premium,0.3047765013695179,2.536,6.05474006116208,0.846465,0.974178,0.832834,0.644978,0.064258,0.669926,habitable,True,22,46,80,102,"KEYA THE URBAN FOREST (Ultra Luxury, TAM 727) | Bren Imperia (Super Luxury, TAM 982) | Sobha Classic (Ultra Luxury, TAM 243) | Salarpuria Sattva Senorita (Elite Luxury, TAM 423) | Saket Callipolis (Ultra Luxury, TAM 196)","Manipal Hospital (Ultra Premium, 5.5 min) | Cloudnine Hospital (Ultra Premium, 6.8 min) | Sakra World Hospital (Ultra Premium, 10.2 min) | Apollo Clinic (Ultra Premium, 7.7 min) | Aarogya Hastha Hospitals (Ultra Premium, 0.9 min)",
34,8760145b1ffffff,Rajajinagara,65.778,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,679.0,679.0,679.0,0.0,0.0,0.0,0.0,862.26,2797.38,19214.53108348135,Ultra Premium,0.8202762052526663,3.802841918294849,7.700000000000001,0.628114,0.840721,0.910901,0.9835,0.269417,1.0,dense_habitable,True,14,33,169,144,"Mantri mantri pride (Ultra Luxury, TAM 78) | Puravankara Purva Sunflower (Premium Luxury, TAM 326) | Shanders Court Yard (Premium Luxury, TAM 126) | Parkway Tarang Apartment (Elite Luxury, TAM 40) | Kaushal Regency (Elite Luxury, TAM 20)","People Tree Hospitals (Ultra Premium, 10.6 min) | Apollo Hospitals (Ultra Premium, 4.9 min) | Manipal Hospital, Millers Road ( Vikram Hospitals ) (Ultra Premium, 10.6 min) | Even Hospitals (Super Premium, 6.0 min) | HCG  - The Specialist in Cancer Care (Ultra Premium, 10.3 min)",
35,87618920bffffff,Priyadarshini Ward-Marathahalli,65.5819,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,897.0,897.0,897.0,0.0,0.0,0.0,0.0,1219.87,4275.72,8739.44536423841,Mixed - Mid-Segment leaning,0.1350043932760337,2.3294117647058825,25.654779411764707,0.68781,0.914994,0.845198,0.617698,0.469116,0.901661,dense_habitable,True,9,33,79,96,"Century Mirai Phase I (Elite Luxury, TAM 475) | Divyasree 77 Life (Elite Luxury, TAM 133) | Sai Sarovar (Super Luxury, TAM 80) | Vanshee Citadel (Ultra Luxury, TAM 40) | 77 Sky (Elite Luxury, TAM 52)","Sakra World Hospital (Ultra Premium, 7.6 min) | Manipal Hospitals Old Airport Road (Ultra Premium, 10.5 min) | Kauvery Hospital (Ultra Premium, 5.6 min) | Apollo Clinic (Ultra Premium, 8.8 min) | Cloudnine Hospital (Ultra Premium, 12.1 min)",
36,8761892c3ffffff,Thanisandra-Byrathi,65.4837,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,1325.0,1325.0,1325.0,0.0,0.0,0.0,0.0,2163.32,4818.05,8609.0,Mid-Segment,0.07603289667633095,2.0,10.0,0.742973,0.932421,0.749232,0.621423,0.438118,0.71605,habitable,True,8,21,54,89,"Purva Atmosphere (Ultra Luxury, TAM 569) | Salarpuria Gold Summit (Ultra Luxury, TAM 183) | Salarpuria Sattva Gold Summit (Premium Luxury, TAM 256) | Akasha by Essem18 (Super Luxury, TAM 85) | Arge Helios (Premium Luxury, TAM 151)","Trilife Hospital (Ultra Premium, 11.3 min) | Shishuka Children's Specialty Hospital (Ultra Premium, 8.4 min) | Cloudnine Hospital - HRBR (Ultra Premium, 12.1 min) | Cura Hospitals (Ultra Premium, 9.7 min) | Cloudnine Hospital (Super Premium, 5.8 min)",
37,876189259ffffff,Sunkenahalli-Devagiri Temple Ward,65.0725,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,2378.0,2378.0,2378.0,0.0,0.0,0.0,0.0,2494.95,3050.35,11260.066459902524,Premium Candidate,0.39176720001317145,1.6595744680851063,11.751063829787233,0.724802,0.794148,0.925007,0.750235,0.226932,0.96008,dense_habitable,True,76,124,171,158,"Parasmani Regency (Ultra Luxury, TAM 130) | Pramuk MM Meridian (Elite Luxury, TAM 140) | Bysani Skyway (Ultra Luxury, TAM 72) | Raja Prakruthi (Super Luxury, TAM 140) | RAJA PRAKRUTHI II (Super Luxury, TAM 134)","Cloudnine Hospital - Jayanagar (Ultra Premium, 0.9 min) | Apollo Speciality Hospitals (Ultra Premium, 1.8 min) | Aster RV Hospital (Ultra Premium, 5.9 min) | Apollo Cradle & Children’s Hospital (Super Premium, 4.8 min) | Cadabams Hospitals (Ultra Premium, 7.2 min)",
38,8761892e4ffffff,Bharath Aikya Ward-Friend's Layout,64.9805,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,2459.0,2459.0,2343.0,0.0,0.0,0.0,0.0,3060.2,5402.9,7617.0,Mixed - Affordable leaning,0.021758002553276704,4.0,36.4,0.770793,0.944404,0.835178,0.45493,0.430204,0.755916,dense_habitable,True,15,36,81,88,"Brigade Lakefront (Elite Luxury, TAM 336) | Sterling Shalom (Super Luxury, TAM 404) | Vaswani Exquisite (Ultra Luxury, TAM 150) | Gen Y at Whitefield (Elite Luxury, TAM 256) | Vogue Residences (Ultra Luxury, TAM 140)","RxDx Healthcare (Ultra Premium, 4.5 min) | Kinder Women's Hospital and Fertility Centre (Ultra Premium, 2.9 min) | Aster Women & Children Hospital (Ultra Premium, 8.9 min) | Kauvery Hospital (Ultra Premium, 6.1 min) | Aster Whitefield Hospital (Ultra Premium, 8.9 min)",
39,8760145b0ffffff,Kodandarampura-Vasanth Nagar,64.9299,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,4820.0,4820.0,4820.0,0.0,0.0,0.0,0.0,5031.65,5997.22,7194.397368421052,Premium,0.3362333664201066,,36.4,0.803162,0.912165,0.925667,0.569206,0.163107,0.969863,dense_habitable,True,94,173,234,162,"KSDB Bangalore South And Basavanagudi 1699 (Ultra Luxury, TAM 1,699) | KSDB Vijayanagara 1378 Houses (Premium Luxury, TAM 1,378) | Mantri Greens (Super Luxury, TAM 424) | Ranka Nest (Elite Luxury, TAM 140) | Prestige Abshot (Elite Luxury, TAM 80)","Manipal Hospital, Millers Road ( Vikram Hospitals ) (Ultra Premium, 6.2 min) | Apollo Hospitals (Ultra Premium, 2.9 min) | Even Hospitals (Super Premium, 2.8 min) | People Tree Hospitals (Ultra Premium, 11.9 min) | Manipal Hospital Malleshwaram (Super Premium, 5.7 min)",
40,8760145b6ffffff,Ramaswamy Palya-Jayamahal,64.1677,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,1478.0,1478.0,1478.0,0.0,0.0,0.0,0.0,1622.22,2510.95,11106.708333333334,Premium,0.4856118032518335,,14.4,0.713775,0.810859,0.922829,0.684001,0.264468,0.721187,habitable,True,45,99,266,168,"Embassy Habitat (Ultra Luxury, TAM 348) | Elegant Exotica (Ultra Luxury, TAM 326) | Sukritha Aaroha Villas (Super Luxury, TAM 124) | VSPL Vishwas Gardenia (Ultra Luxury, TAM 45) | Redifice Adonis (Ultra Luxury, TAM 40)","Manipal Hospital, Millers Road ( Vikram Hospitals ) (Ultra Premium, 4.6 min) | Fortis Hospital (Ultra Premium, 4.6 min) | Vikram Aura Hospital (Ultra Premium, 9.2 min) | Aster CMI Hospital (Ultra Premium, 12.0 min) | Sparsh Hospital (Super Premium, 5.5 min)",
41,876189248ffffff,RBI Layout-Harinagar,64.1456,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,4614.0,4614.0,4614.0,0.0,0.0,0.0,0.0,4708.14,5589.59,7208.683168316832,Premium Candidate,0.18644853819920343,,41.32524752475248,0.757938,0.885188,0.827426,0.567503,0.386584,0.91468,dense_habitable,True,11,20,39,113,"Elita Promenade (Ultra Luxury, TAM 1,573) | Prestige Falcon City (Elite Luxury, TAM 2,520) | Magnolia (Super Luxury, TAM 176) | Brinda City (Premium Luxury, TAM 96) | Puravankara Purva Coronation Square (Elite Luxury, TAM 40)","Aster RV Hospital (Ultra Premium, 7.2 min) | Fortis Hospital (Ultra Premium, 6.6 min) | Apollo Hospital (Ultra Premium, 7.4 min) | DHEE Hospitals (Ultra Premium, 5.1 min) | Astra Superspeciality Hospital (Super Premium, 2.7 min)",
42,8761892c9ffffff,Nagashettyhalli-Bhoopasandra,64.0969,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,831.0,831.0,831.0,0.0,0.0,0.0,0.0,1164.65,2466.63,10851.791501976282,Premium Candidate,0.41710788665574094,4.0,18.9296875,0.669822,0.833837,0.839323,0.750293,0.309203,0.824389,dense_habitable,True,23,60,126,121,"Siroya Environ (Ultra Luxury, TAM 212) | Hoysala Vijay Enclave 1 (Ultra Luxury, TAM 68) | DRA Mamta (Super Luxury, TAM 108) | Lavanya Apartment (Elite Luxury, TAM 60) | Prakruthi Manor (Elite Luxury, TAM 50)","Aster CMI Hospital (Ultra Premium, 9.0 min) | Mind and Brain hospital (Ultra Premium, 7.0 min) | People Tree Hospitals (Ultra Premium, 11.6 min) | Smiles Institute of Gastroenterology (Ultra Premium, 5.7 min) | Manipal Hospital, Millers Road ( Vikram Hospitals ) (Ultra Premium, 13.7 min)",
43,8760145b5ffffff,Nehru Nagar,63.9157,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,3743.0,3743.0,3743.0,0.0,0.0,0.0,0.0,4130.54,5069.55,8615.681492109037,Mixed - Affordable leaning,0.218997707764941,2.903225806451613,30.078920308483283,0.766234,0.899369,0.92034,0.563605,0.282338,0.919744,dense_habitable,True,8,24,108,164,"Shapoorji Pallonji Parkwest Cedar Tower 8 (Ultra Luxury, TAM 2,250) | Prestige West Woods (Elite Luxury, TAM 567) | Sobha Indraprastha (Elite Luxury, TAM 356) | Shapoorji Pallonji Parkwest Sequoia (Ultra Luxury, TAM 182) | DNR Highline (Elite Luxury, TAM 218)","Apollo Hospitals (Ultra Premium, 3.8 min) | Manipal Hospital, Millers Road ( Vikram Hospitals ) (Ultra Premium, 8.6 min) | HCG  - The Specialist in Cancer Care (Ultra Premium, 5.7 min) | Cloudnine Hospital - Jayanagar (Ultra Premium, 9.9 min) | Rangadore Memorial Hospital (Ultra Premium, 4.1 min)",
44,876189251ffffff,Koramangala 1st Block,63.8225,Upper-Mid / Emerging Affluence,local_signal,0.8667,0.0,2790.0,2790.0,2790.0,0.0,0.0,0.0,0.0,3204.12,4482.0,4285.0,Mid-Segment,0.0,,,0.783488,0.905426,0.92356,0.261717,0.53307,0.523948,habitable,True,48,81,124,159,"Advaitha Aksha (Ultra Luxury, TAM 170) | Prestige Pinewood (Elite Luxury, TAM 256) | Rajarajeshware Piccassso (Elite Luxury, TAM 220) | Esteem Royale (Ultra Luxury, TAM 120) | Victory Wind Chimes (Super Luxury, TAM 250)","Apollo Spectra Hospitals (Ultra Premium, 4.9 min) | Greenview Medical Center (Ultra Premium, 4.6 min) | Marvel Multispeciality Hospital (Super Premium, 2.8 min) | Apollo Cradle & Children’s Hospital (Ultra Premium, 5.4 min) | Lotus Multispeciality Center (Ultra Premium, 7.9 min)",
45,8761892e9ffffff,Pulakeshi Nagar-Vasanth Nagar,63.2944,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,853.0,853.0,853.0,0.0,0.0,0.0,0.0,1222.94,2248.42,7124.742320819112,Premium,0.3326182668611337,1.8275193798449614,26.33503184713376,0.680349,0.797177,0.930653,0.603909,0.376444,0.868534,dense_habitable,True,43,146,289,178,"Imperium Park Vista (Super Luxury, TAM 100) | Legacy Alcazar (Ultra Luxury, TAM 38) | Pleasant Boulevard (Ultra Luxury, TAM 36) | Prestige Spencer Heights (Ultra Luxury, TAM 34) | Bangalore Apartment Federation (Super Luxury, TAM 60)","Vikram Aura Hospital (Ultra Premium, 6.0 min) | Manipal Hospital, Millers Road ( Vikram Hospitals ) (Ultra Premium, 5.3 min) | Fortis Hospital (Ultra Premium, 4.1 min) | Trilife Hospital (Ultra Premium, 9.6 min) | Cloudnine Hospital - Whitefield (Ultra Premium, 9.2 min)",
46,87618925cffffff,Koramangala 4th Block-A Adugodi,63.1963,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,1591.0,1591.0,1441.0,0.0,0.0,0.0,0.0,2142.8,3555.29,4292.379679144384,Premium,0.29622953043120165,,,0.72586,0.878496,0.92248,0.453822,0.418048,0.933784,dense_habitable,True,19,88,121,161,"Kolte Patil Floriana Estates (Ultra Luxury, TAM 250) | Majestic Residency (Ultra Luxury, TAM 176) | Natures Lap By 5 Elements (Super Luxury, TAM 365) | K Raheja Vivarea (Elite Luxury, TAM 150) | Embassy Tranquil (Ultra Luxury, TAM 60)","Apollo Spectra Hospitals (Ultra Premium, 2.4 min) | Greenview Medical Center (Ultra Premium, 5.8 min) | Apollo Cradle & Children’s Hospital (Ultra Premium, 3.4 min) | Aster RV Hospital (Ultra Premium, 10.1 min) | Cloudnine Hospital - Jayanagar (Ultra Premium, 9.3 min)",
47,8760145b2ffffff,Sadashiva Nagara,63.1463,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,517.0,517.0,517.0,0.0,0.0,0.0,0.0,611.62,1573.3,15649.54491017964,Ultra Premium,0.89082146299668,1.0,14.323809523809523,0.606044,0.758004,0.88504,0.963871,0.152965,0.675479,habitable,True,22,99,223,144,"Puravankara Purva Atria Platina (Ultra Luxury, TAM 70) | Vaishnavi Splendour (Elite Luxury, TAM 88) | Sah Jeevan Apartments (Ultra Luxury, TAM 40) | Puravankara Purva Atria (Super Luxury, TAM 70) | Charan Habitat (Elite Luxury, TAM 40)","Aster CMI Hospital (Ultra Premium, 9.0 min) | Manipal Hospital, Millers Road ( Vikram Hospitals ) (Ultra Premium, 7.4 min) | People Tree Hospitals (Ultra Premium, 11.1 min) | Manipal Hospital Malleshwaram (Super Premium, 7.3 min) | Fortis Hospital (Ultra Premium, 9.0 min)",
48,876189241ffffff,Vijaya Bank Layout-Beguru,63.117,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,1953.0,1953.0,1803.0,0.0,0.0,0.0,0.0,2317.47,3854.94,12940.952741020794,Premium Candidate,0.4433151289672425,,31.7,0.712474,0.87963,0.824584,0.699413,0.219363,0.808009,dense_habitable,True,10,23,46,114,"House Of Hiranandani Bannerghatta (Ultra Luxury, TAM 432) | Lake Verandah (Ultra Luxury, TAM 216) | Hiranandani Club Meadows (Elite Luxury, TAM 324) | Hiranandani Queensgate (Super Luxury, TAM 432) | Lodha Azur (Elite Luxury, TAM 232)","Apollo Hospital (Ultra Premium, 5.6 min) | Fortis Hospital (Ultra Premium, 5.9 min) | Aster RV Hospital (Ultra Premium, 9.8 min) | Cadabams Hospitals (Ultra Premium, 8.6 min) | Chirag Global Hospitals (Ultra Premium, 6.1 min)",
49,87618924cffffff,Hulimavu-Yelenahalli,62.9614,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,1739.0,1739.0,1589.0,0.0,0.0,0.0,0.0,1912.44,3116.28,7622.132947976878,Mixed/Diverse,0.12665661616551768,3.0,11.022522522522523,0.700667,0.830333,0.776987,0.573161,0.455935,0.753809,dense_habitable,True,7,15,45,100,"Prestige Elysian (Ultra Luxury, TAM 548) | Himagiri Meadows (Ultra Luxury, TAM 357) | Sobha Magnus (Elite Luxury, TAM 294) | Sattva Aqua Vista (Elite Luxury, TAM 181) |  Mantri Pinnacle (Elite Luxury, TAM 133)","Apollo Hospital (Ultra Premium, 6.2 min) | Fortis Hospital (Ultra Premium, 6.4 min) | Aster RV Hospital (Ultra Premium, 11.0 min) | Cadabams Hospitals (Ultra Premium, 10.6 min) | Chirag Global Hospitals (Ultra Premium, 8.1 min)",
50,8761892c1ffffff,HBR Layout-Chellakere,62.5493,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,511.0,511.0,511.0,0.0,0.0,0.0,0.0,607.34,1423.52,7363.275109170306,Mid-Segment,0.10500402545902238,4.506024096385542,5.631884057971015,0.556259,0.721249,0.834928,0.624904,0.730169,0.815027,dense_habitable,True,6,12,36,115,"Ashed Regency La Majada (Ultra Luxury, TAM 216) | Bairavi Cruz Luxor (Elite Luxury, TAM 90) | Chowriappa Constellation (Super Luxury, TAM 113) | Thiru Margadarshi Arjun Enclave (Super Luxury, TAM 40) | Grandeur (Premium Luxury, TAM 44)","Trilife Hospital (Ultra Premium, 6.3 min) | Shishuka Children's Specialty Hospital (Ultra Premium, 3.5 min) | Cloudnine Hospital - HRBR (Ultra Premium, 7.2 min) | Cura Hospitals (Ultra Premium, 4.7 min) | Aster CMI Hospital (Ultra Premium, 14.8 min)",
51,876189245ffffff,Beguru-Yelenahalli,62.0975,Upper-Mid / Emerging Affluence,local_signal,0.8333,0.0,2130.0,2130.0,2130.0,0.0,0.0,0.0,0.0,2503.96,3570.62,5105.370967741936,Mid-Segment,0.02166156389015669,4.0,19.9,0.701425,0.857544,0.763512,0.456069,0.578328,0.454272,sparse_habitable,True,1,16,30,99,"Prestige Southern Star (Ultra Luxury, TAM 2,130) | Classic Paradise (Ultra Luxury, TAM 100) | Prestige Song of the South (Elite Luxury, TAM 1,733) | Serenity Gardens by SNN Estates (Ultra Luxury, TAM 594) | House Of Hiranandani Bannerghatta (Ultra Luxury, TAM 432)","Apollo Hospital (Ultra Premium, 11.8 min) | Kauvery Hospitals (Ultra Premium, 12.1 min) | Fortis Hospital (Ultra Premium, 12.1 min) | Aster RV Hospital (Ultra Premium, 15.9 min) | Greenview Medical Center (Ultra Premium, 14.1 min)",
52,876014594ffffff,Dollars Colony,61.5024,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,128.0,128.0,128.0,0.0,0.0,0.0,0.0,376.27,1618.65,12393.382744203724,Premium Candidate,0.6328048472554613,3.0,7.72874251497006,0.546466,0.763421,0.8474,0.847823,0.427654,0.95946,dense_habitable,True,3,29,118,125,"Hoysala Dreamz (Ultra Luxury, TAM 28) | Oxford City (Premium Luxury, TAM 76) | Imperial Navkis Celeste (Premium Luxury, TAM 24) | Anriya Dwellington (Ultra Luxury, TAM 168) | Sattva Luxuria (Elite Luxury, TAM 197)","People Tree Hospitals (Ultra Premium, 8.0 min) | Smiles Institute of Gastroenterology (Ultra Premium, 0.9 min) | Aster CMI Hospital (Ultra Premium, 12.1 min) | Manipal Hospital Malleshwaram (Super Premium, 6.3 min) | Mind and Brain hospital (Ultra Premium, 10.2 min)",
53,876189246ffffff,Kudlu-Agara,61.4034,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,1997.0,1997.0,1997.0,0.0,0.0,0.0,0.0,2219.7,3459.45,14131.464864864865,Mid-Segment,0.3818159243749657,3.9,5.180000000000001,0.709045,0.860522,0.835025,0.625594,0.199145,0.736629,habitable,True,13,25,54,114,"Assetz Mizumi Reserve (Ultra Luxury, TAM 704) | ND Passion (Ultra Luxury, TAM 290) | Puravankara Purva Skydale (Elite Luxury, TAM 314) | N.D. Passion Elite (Ultra Luxury, TAM 148) | M R Raghuram Residencial Enclave (Elite Luxury, TAM 91)","Lotus Multispeciality Center (Ultra Premium, 4.2 min) | Greenview Medical Center (Ultra Premium, 7.0 min) | Cloudnine Hospital (Ultra Premium, 9.9 min) | Kauvery Hospitals (Ultra Premium, 10.8 min) | Sai Thunga Hospitals (Ultra Premium, 6.4 min)",
54,8760145b4ffffff,Ashokanagar-Sampangirama Nagar,61.3381,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,1659.0,1659.0,1659.0,0.0,0.0,0.0,0.0,1837.5,3250.79,10384.027777777777,Affordable,0.2455508601111978,1.0,42.9,0.719677,0.85562,0.929132,0.553921,0.194648,0.614331,habitable,True,34,76,213,175,"Commanders Meridian (Ultra Luxury, TAM 490) | Garden Apartments (Ultra Luxury, TAM 100) | Brigade Coronet (Elite Luxury, TAM 142) | Casa Lavelle 1 (Elite Luxury, TAM 110) | Prestige Exotica (Elite Luxury, TAM 100)","Manipal Hospital, Millers Road ( Vikram Hospitals ) (Ultra Premium, 3.5 min) | Fortis Hospital (Ultra Premium, 2.7 min) | Vikram Aura Hospital (Ultra Premium, 7.1 min) | HCG  - The Specialist in Cancer Care (Ultra Premium, 3.6 min) | Sparsh Hospital (Super Premium, 2.2 min)",
55,8760145a1ffffff,Bangarappa Nagara-Rajarajeshwari Nagara,61.1843,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,2148.0,2148.0,1998.0,0.0,0.0,0.0,0.0,2171.51,2589.22,10119.62569213732,Mixed/Diverse,0.230927598952143,,16.9,0.678598,0.761333,0.755381,0.576873,0.526281,0.702892,habitable,True,6,8,17,104,"Sattva Aaranya (Ultra Luxury, TAM 418) | Sobha Royal Crest (Elite Luxury, TAM 658) | Sattva Divinity (Super Luxury, TAM 824) | Vaishnodevi Melange One  (Elite Luxury, TAM 76) | Sri Sailam (Ultra Luxury, TAM 22)","SS Sparsh Hospital (Ultra Premium, 2.0 min) | Aster RV Hospital (Ultra Premium, 16.9 min) | Kusuma Hospital (Ultra Premium, 8.5 min) | Pathway Hospitals (Ultra Premium, 9.8 min) | Cloudnine Hospital - Jayanagar (Ultra Premium, 16.7 min)",
56,8760145acffffff,Rajarajeshwari Nagara-Nagadevanahalli,60.8852,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,3296.0,3296.0,3296.0,0.0,0.0,0.0,0.0,3365.23,3476.7,5475.763636363637,Mid-Segment,0.014015922540128355,,,0.704914,0.754182,0.67464,0.38682,0.768354,0.669213,habitable,True,4,8,12,75,"Sattva City (Ultra Luxury, TAM 2,477) | Sumadhura Pramoda (Ultra Luxury, TAM 297) | Elegant Tranquility (Premium Luxury, TAM 321) | VIP Global Paradise (Premium Luxury, TAM 201) | Sattva Aaranya (Ultra Luxury, TAM 418)","SS Sparsh Hospital (Ultra Premium, 5.9 min) | Motherhood Hospital (Ultra Premium, 9.2 min) | Pathway Hospitals (Ultra Premium, 8.4 min) | Brains Super Speciality Hospital (Ultra Premium, 10.6 min) | Gleneagles Hospitals (Mid-Premium, 6.1 min)",
57,8761892d8ffffff,Kogilu,60.6131,Upper-Mid / Emerging Affluence,local_signal,0.9333,0.0,2538.0,2538.0,2078.0,0.0,0.0,0.0,0.0,2982.02,4905.81,2019.0625,Mid-Segment,0.0,,0.0,0.771013,0.928763,0.578751,0.164479,0.707844,0.533111,habitable,True,8,22,41,53,"Nikoo Homes 8 Bhartiya Garden Enclave (Ultra Luxury, TAM 1,050) | Godrej Woods (Ultra Luxury, TAM 558) | Hinduja El Jardin (Ultra Luxury, TAM 138) | Prestige Camden Gardens (Ultra Luxury, TAM 117) | Antaliea Homes (Elite Luxury, TAM 130)","Maarga (Ultra Premium, 11.4 min) | Regal Hospital (Super Premium, 4.5 min) | Cloudnine Hospital (Super Premium, 8.9 min) | Manipal Hospital (Super Premium, 10.0 min) | Aster CMI Hospital (Ultra Premium, 21.5 min)",
58,876189240ffffff,Devarachikkanahalli-Kudlu,60.4461,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,1614.0,1614.0,1614.0,0.0,0.0,0.0,0.0,1964.36,3054.54,6351.0,Affordable,0.009300007004075139,3.2941176470588234,9.21875,0.697842,0.845194,0.834444,0.431999,0.414182,0.832481,dense_habitable,True,6,11,37,116,"Puravankara Purva Westend (Ultra Luxury, TAM 710) | Salarpuria Sattva Cadenza (Ultra Luxury, TAM 513) | Classic Paradise (Ultra Luxury, TAM 100) | Heart Of Harmony By CKPC Properties (Elite Luxury, TAM 137) | SNN Estates Duomont (Elite Luxury, TAM 114)","Apollo Hospital (Ultra Premium, 8.4 min) | Fortis Hospital (Ultra Premium, 9.8 min) | Aster RV Hospital (Ultra Premium, 12.5 min) | Lotus Multispeciality Center (Ultra Premium, 10.1 min) | Greenview Medical Center (Ultra Premium, 10.4 min)",
