project_id,city_id,name,locality,pincode,existing_source,query,osm_lat,osm_lon,osm_display_name,accepted,acceptance_reason,cache_status
project_d44efb5d13a3fad4,hyderabad,Pride,Madhapur,500081.0,validated_candidate_geocode,"Pride, Madhapur, 500081.0, Hyderabad, India",,,,False,no_osm_result,miss
project_b11b47ba4b9342e8,hyderabad,Udaya Sri Residency,Hitech City,500081.0,validated_candidate_geocode,"Udaya Sri Residency, Hitech City, 500081.0, Hyderabad, India",,,,False,no_osm_result,miss
project_41964052fa74f4cb,hyderabad,Babu Rao Mansion,Kondapur,500084.0,unmapped,"Babu Rao Mansion, Kondapur, 500084.0, Hyderabad, India",,,,False,no_osm_result,miss
project_aeb942ebb8666566,hyderabad,Abhiteja Classic,Kondapur,500084.0,validated_candidate_geocode,"Abhiteja Classic, Kondapur, 500084.0, Hyderabad, India",,,,False,no_osm_result,miss
project_762c63c879e51956,hyderabad,Silpa Singapore Township,IDA Uppal,500039.0,unmapped,"Silpa Singapore Township, IDA Uppal, 500039.0, Hyderabad, India",,,,False,no_osm_result,miss
project_55ca2a627dd95e19,hyderabad,Risinia Intelli Park,Bachupally,502325.0,validated_candidate_geocode,"Risinia Intelli Park, Bachupally, 502325.0, Hyderabad, India",,,,False,no_osm_result,miss
project_fd51fedc5bb0b7e4,hyderabad,Phoenix Port,Shamshabad,501218.0,unmapped,"Phoenix Port, Shamshabad, 501218.0, Hyderabad, India",,,,False,no_osm_result,miss
project_34e019b3c3f16030,hyderabad,Sai Nilay,"Kukatpally, NH 9",500072.0,unmapped,"Sai Nilay, Kukatpally, NH 9, 500072.0, Hyderabad, India",,,,False,no_osm_result,miss
project_a60b8065de372913,hyderabad,Avaniis Kollur Cyber County,"Kollur, Outer Ring Road",502300.0,unmapped,"Avaniis Kollur Cyber County, Kollur, Outer Ring Road, 502300.0, Hyderabad, India",,,,False,no_osm_result,miss
project_1201eafa5e190652,hyderabad,Prakruthi Residency,Kompally,500014.0,unmapped,"Prakruthi Residency, Kompally, 500014.0, Hyderabad, India",,,,False,no_osm_result,miss
project_939e64c148dfad5b,hyderabad,Gruhashilpis Saptapadi,"Kismatpur, Outer Ring Road",500030.0,unmapped,"Gruhashilpis Saptapadi, Kismatpur, Outer Ring Road, 500030.0, Hyderabad, India",,,,False,no_osm_result,miss
project_a10ecd33eaded531,hyderabad,Dharani Pharma Avenue,Kandukur,501359.0,unmapped,"Dharani Pharma Avenue, Kandukur, 501359.0, Hyderabad, India",,,,False,no_osm_result,miss
project_ceb233a616d2b6c2,hyderabad,Devi Golden Leaves Villas,Nagole,500068.0,validated_candidate_geocode,"Devi Golden Leaves Villas, Nagole, 500068.0, Hyderabad, India",,,,False,no_osm_result,miss
project_5410f8c76c7e126b,hyderabad,DRRs Happy Divine Nest,Nandigaon,502300.0,unmapped,"DRRs Happy Divine Nest, Nandigaon, 502300.0, Hyderabad, India",,,,False,no_osm_result,miss
project_5a62d7d72fe80235,hyderabad,VRR Duplex Houses,Nagaram,500083.0,unmapped,"VRR Duplex Houses, Nagaram, 500083.0, Hyderabad, India",,,,False,no_osm_result,miss
project_d6237f366c36bef4,hyderabad,Anandavalli Apartment,Malkajgiri,500047.0,validated_candidate_geocode,"Anandavalli Apartment, Malkajgiri, 500047.0, Hyderabad, India",,,,False,no_osm_result,miss
project_9730fd1f9063a23d,hyderabad,Sri Sakaram,"Vanasthalipuram, NH 9",500070.0,validated_candidate_geocode,"Sri Sakaram, Vanasthalipuram, NH 9, 500070.0, Hyderabad, India",,,,False,no_osm_result,miss
proj_cb34c11aa10b3a2b,bengaluru,Raja Prime Garden,"Palanahalli, Yelahanka",571606.0,unmapped,"Raja Prime Garden, Palanahalli, Yelahanka, 571606.0, Bengaluru, India",,,,False,no_osm_result,miss
proj_2ea0395c952f3d9a,bengaluru,aarya enclave,"Itpl, Whitefield",391410.0,unmapped,"aarya enclave, Itpl, Whitefield, 391410.0, Bengaluru, India",,,,False,no_osm_result,miss
proj_fcb0fbdb18a42b64,bengaluru,SB Infra Ananth Mansion,Malleshwaram,583201.0,unmapped,"SB Infra Ananth Mansion, Malleshwaram, 583201.0, Bengaluru, India",,,,False,no_osm_result,miss
proj_3f25e8763ec78ebd,bengaluru,Rishi Ferns Cottage,Koramangala,734008.0,unmapped,"Rishi Ferns Cottage, Koramangala, 734008.0, Bengaluru, India",,,,False,no_osm_result,miss
proj_daf5f02a92da9c2b,bengaluru,Marg Savithanjali,Old Madras Road,603110.0,unmapped,"Marg Savithanjali, Old Madras Road, 603110.0, Bengaluru, India",,,,False,no_osm_result,miss
proj_175de7cee5fab8fa,bengaluru,Arihant Frangipani,Old Madras Road,603103.0,unmapped,"Arihant Frangipani, Old Madras Road, 603103.0, Bengaluru, India",,,,False,no_osm_result,miss
proj_76dad660a16cffca,bengaluru,Arihant Heirloom,Old Madras Road,600130.0,unmapped,"Arihant Heirloom, Old Madras Road, 600130.0, Bengaluru, India",,,,False,no_osm_result,miss
proj_00b0c57beb8ea117,bengaluru,akshaya adair,Old Madras Road,603103.0,unmapped,"akshaya adair, Old Madras Road, 603103.0, Bengaluru, India",,,,False,no_osm_result,miss
proj_7ca94c7fc71a0593,bengaluru,Doshi Nakshatra I,Old Madras Road,600045.0,unmapped,"Doshi Nakshatra I, Old Madras Road, 600045.0, Bengaluru, India",,,,False,no_osm_result,miss
proj_42e9e29baa81a7a8,bengaluru,Jagannath Meadows 2,Old Madras Road,600130.0,unmapped,"Jagannath Meadows 2, Old Madras Road, 600130.0, Bengaluru, India",,,,False,no_osm_result,miss
proj_6ce8e43782e12756,bengaluru,K Raheja Park,Vijayanagar,400051.0,unmapped,"K Raheja Park, Vijayanagar, 400051.0, Bengaluru, India",,,,False,no_osm_result,miss
proj_50e85af9edf98056,bengaluru,Indico Coffee County Farms,Tumkur Road,411067.0,unmapped,"Indico Coffee County Farms, Tumkur Road, 411067.0, Bengaluru, India",,,,False,no_osm_result,miss
proj_752e203022568e72,bengaluru,Neelgund Eshan,Kalyan Nagar,580021.0,unmapped,"Neelgund Eshan, Kalyan Nagar, 580021.0, Bengaluru, India",,,,False,no_osm_result,miss
proj_d73e123036b06062,bengaluru,Fakruddins Limra Residency,Peenya,642104.0,unmapped,"Fakruddins Limra Residency, Peenya, 642104.0, Bengaluru, India",,,,False,no_osm_result,miss
proj_d00866fb3b85387f,bengaluru,AKS Residency,Electronic City,171011.0,unmapped,"AKS Residency, Electronic City, 171011.0, Bengaluru, India",,,,False,no_osm_result,miss
proj_e0ddd5dbd8f18664,bengaluru,Azmath E Hind,Arekere,193225.0,unmapped,"Azmath E Hind, Arekere, 193225.0, Bengaluru, India",,,,False,no_osm_result,miss
proj_73f0d9004c270113,bengaluru,Transpoorthi,Mysore Road,571130.0,unmapped,"Transpoorthi, Mysore Road, 571130.0, Bengaluru, India",,,,False,no_osm_result,miss
proj_016ebfbb1f1c1d97,bengaluru,Shrestha Residency,Nandi Hills,44400.0,unmapped,"Shrestha Residency, Nandi Hills, 44400.0, Bengaluru, India",,,,False,no_osm_result,miss
proj_c800f4bc738c7ca0,bengaluru,SKS Farms,Doddaballapura,572212.0,unmapped,"SKS Farms, Doddaballapura, 572212.0, Bengaluru, India",,,,False,no_osm_result,miss
proj_6b03f0df0216c3a8,bengaluru,Milestone Villas,Jigani,,unmapped,"Milestone Villas, Jigani, Bengaluru, India",,,,False,no_osm_result,miss
proj_e22416d1da2af152,bengaluru,MJ Areana,Jigani,,unmapped,"MJ Areana, Jigani, Bengaluru, India",,,,False,no_osm_result,miss
proj_8fa029d7cb1ef09e,bengaluru,VIP Cosmo Square,Jigani,641021.0,unmapped,"VIP Cosmo Square, Jigani, 641021.0, Bengaluru, India",,,,False,no_osm_result,miss
proj_68cf436da0b6879d,bengaluru,Manisha Enclave,"Kaggadasapura, Indira nagar",751021.0,unmapped,"Manisha Enclave, Kaggadasapura, Indira nagar, 751021.0, Bengaluru, India",,,,False,no_osm_result,miss
proj_549004b2a9fcd7f7,bengaluru,Shilpa Enclave,"Kaggadasapura, Indira nagar",800025.0,unmapped,"Shilpa Enclave, Kaggadasapura, Indira nagar, 800025.0, Bengaluru, India",,,,False,no_osm_result,miss
project_743cedc77c2bd1d6,mumbai,Supreme 19,Andheri West,400058.0,validated_candidate_geocode,"Supreme 19, Andheri West, 400058.0, Mumbai, India",,,,False,no_osm_result,miss
project_d5e23b24b95ea4e1,mumbai,Lodha Codename Seaview,Walkeshwar,400006.0,validated_candidate_geocode,"Lodha Codename Seaview, Walkeshwar, 400006.0, Mumbai, India",,,,False,no_osm_result,miss
project_65193dfbade73023,mumbai,Utility Mansion,Khar Danda,400047.0,unmapped,"Utility Mansion, Khar Danda, 400047.0, Mumbai, India",,,,False,no_osm_result,miss
project_545eeeb13f51d433,mumbai,Prestige Court,Khar West,400052.0,validated_candidate_geocode,"Prestige Court, Khar West, 400052.0, Mumbai, India",,,,False,no_osm_result,miss
project_6f67d19e920707e3,mumbai,Dream Park,Gandhi Bazar,400071.0,validated_candidate_geocode,"Dream Park, Gandhi Bazar, 400071.0, Mumbai, India",,,,False,no_osm_result,miss
project_cc01f0349df972d3,mumbai,Time Gold Residences,Vile Parle East,400057.0,unmapped,"Time Gold Residences, Vile Parle East, 400057.0, Mumbai, India",,,,False,no_osm_result,miss
project_b4181ca489013ab0,mumbai,Nahar 8 Towers,Powai,400076.0,unmapped,"Nahar 8 Towers, Powai, 400076.0, Mumbai, India",,,,False,no_osm_result,miss
project_fd8309496161da06,mumbai,Eden Tower,Chembur,400071.0,validated_candidate_geocode,"Eden Tower, Chembur, 400071.0, Mumbai, India",,,,False,no_osm_result,miss
project_dadc383ce8ed7e12,mumbai,Rodium Xenus,Matunga,400019.0,validated_candidate_geocode,"Rodium Xenus, Matunga, 400019.0, Mumbai, India",,,,False,no_osm_result,miss
project_34c4879558477048,mumbai,Panchatantra I,Andheri East,400069.0,validated_candidate_geocode,"Panchatantra I, Andheri East, 400069.0, Mumbai, India",,,,False,no_osm_result,miss
project_3c69d22b6999c707,mumbai,Satguru CHS Ltd,Kandivali West,400067.0,validated_candidate_geocode,"Satguru CHS Ltd, Kandivali West, 400067.0, Mumbai, India",,,,False,no_osm_result,miss
project_aa3519f3c7a60967,mumbai,Siddhatek Apartment,Kandivali West,400067.0,validated_candidate_geocode,"Siddhatek Apartment, Kandivali West, 400067.0, Mumbai, India",,,,False,no_osm_result,miss
project_ca168382b712274e,mumbai,Sugee Om Sat,Dadar East,400014.0,validated_candidate_geocode,"Sugee Om Sat, Dadar East, 400014.0, Mumbai, India",,,,False,no_osm_result,miss
project_057a74b0b058f24c,mumbai,Vasant Marvel Gold Colosseum,Bhandup West,400078.0,validated_candidate_geocode,"Vasant Marvel Gold Colosseum, Bhandup West, 400078.0, Mumbai, India",,,,False,no_osm_result,miss
project_610ec7b5d39280ac,mumbai,Square Gardens,Bhayandar West,401101.0,validated_candidate_geocode,"Square Gardens, Bhayandar West, 401101.0, Mumbai, India",,,,False,no_osm_result,miss
project_a8cb476aca04a301,mumbai,Aurigae Residency,Kandivali East,400101.0,validated_candidate_geocode,"Aurigae Residency, Kandivali East, 400101.0, Mumbai, India",,,,False,no_osm_result,miss
project_d1d03068297cf289,mumbai,Silicon Enclave,Chembur,400071.0,validated_candidate_geocode,"Silicon Enclave, Chembur, 400071.0, Mumbai, India",,,,False,no_osm_result,miss
project_4a716d5890d5d051,mumbai,Konark Residency,Vasai,401202.0,unmapped,"Konark Residency, Vasai, 401202.0, Mumbai, India",,,,False,no_osm_result,miss
project_4f6ad08878f718f0,mumbai,Gaurav Enclave,Mira Road Area,401107.0,validated_candidate_geocode,"Gaurav Enclave, Mira Road Area, 401107.0, Mumbai, India",,,,False,no_osm_result,miss
project_d7ecfce0175bc599,pune,Geras River of Joy,Kharadi,411014.0,validated_candidate_geocode,"Geras River of Joy, Kharadi, 411014.0, Pune, India",,,,False,no_osm_result,miss
project_be4fb1e9316e4f9b,pune,Jalan Aura County,Wagholi,412207.0,validated_candidate_geocode,"Jalan Aura County, Wagholi, 412207.0, Pune, India",,,,False,no_osm_result,miss
project_a4cb800bdfbf30eb,pune,Raj Heramba Regalia Residency,Bavdhan,411021.0,validated_candidate_geocode,"Raj Heramba Regalia Residency, Bavdhan, 411021.0, Pune, India",,,,False,no_osm_result,miss
project_525acad1bab9eb56,pune,Vastushodh AnandGram Wakhari,Solapur Road,412204.0,unmapped,"Vastushodh AnandGram Wakhari, Solapur Road, 412204.0, Pune, India",,,,False,no_osm_result,miss
project_50e004b8a923691f,delhi_ncr,Smartworld Le courtyard,"Sector 98, Noida Express Way",201303.0,unmapped,"Smartworld Le courtyard, Sector 98, Noida Express Way, 201303.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_4d1cbfe9e9fe98b2,delhi_ncr,Blitzbay Smartworld Es,"Sector 98, Noida Express Way",201303.0,validated_candidate_geocode,"Blitzbay Smartworld Es, Sector 98, Noida Express Way, 201303.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_20951b3998f2d41d,delhi_ncr,orchid petals,Sohna Road,122018.0,validated_candidate_geocode,"orchid petals, Sohna Road, 122018.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_654b99191ce1d0f4,delhi_ncr,Tulip Monsella,Sector 53,122022.0,validated_candidate_geocode,"Tulip Monsella, Sector 53, 122022.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_fb596a23724d3d68,delhi_ncr,Purvanchal Royal Park,"Sector 137, Noida Express Way",201305.0,validated_candidate_geocode,"Purvanchal Royal Park, Sector 137, Noida Express Way, 201305.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_829ed9ba9f601660,delhi_ncr,DLF The Crest,Sector 54,122011.0,validated_candidate_geocode,"DLF The Crest, Sector 54, 122011.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_2925012155e9acfc,delhi_ncr,Mahagun Medalleo Low Rise,"Sector 107, Dadri Road",201301.0,validated_candidate_geocode,"Mahagun Medalleo Low Rise, Sector 107, Dadri Road, 201301.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_93e77cadbcc091b1,delhi_ncr,Central Park Resorts Sky Villas,Sector 48,122001.0,validated_candidate_geocode,"Central Park Resorts Sky Villas, Sector 48, 122001.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_ff4020e15c7ea67b,delhi_ncr,Raheja Vedaanta,Sector 108,122017.0,validated_candidate_geocode,"Raheja Vedaanta, Sector 108, 122017.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_33a02a9c764a32b4,delhi_ncr,Dlf Beverly Park 2,Sector 25,122022.0,validated_candidate_geocode,"Dlf Beverly Park 2, Sector 25, 122022.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_adc207a1e03812b1,delhi_ncr,Sobha Aranya Phase 1,Sector 80,122101.0,validated_candidate_geocode,"Sobha Aranya Phase 1, Sector 80, 122101.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_45c0bb1016c2619f,delhi_ncr,DLF The Magnolias,Sector 42,122002.0,validated_candidate_geocode,"DLF The Magnolias, Sector 42, 122002.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_3ca0020059445f1d,delhi_ncr,Satya The Legend,Sector 57,122003.0,validated_candidate_geocode,"Satya The Legend, Sector 57, 122003.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_e61cef50010342fc,delhi_ncr,JMD Gardens,Sector 33,122018.0,validated_candidate_geocode,"JMD Gardens, Sector 33, 122018.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_ed9f2033e3853105,delhi_ncr,Unitech Palm,South City 1,122022.0,validated_candidate_geocode,"Unitech Palm, South City 1, 122022.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_b9d23f1f849ec3cc,delhi_ncr,Belgravia Resort Residences,Sector 48,122001.0,validated_candidate_geocode,"Belgravia Resort Residences, Sector 48, 122001.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_73d232ebe9ee9c5e,delhi_ncr,DLF Camellias,Golf Course Road,122003.0,validated_candidate_geocode,"DLF Camellias, Golf Course Road, 122003.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_3c8608971ae8fa7e,delhi_ncr,The Legacy Phase 1,Sector 63A,122102.0,unmapped,"The Legacy Phase 1, Sector 63A, 122102.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_dbf216d39513b6ff,delhi_ncr,Central Park Bellavista,Sector 48,122001.0,validated_candidate_geocode,"Central Park Bellavista, Sector 48, 122001.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_6e230571b06dcfa7,delhi_ncr,DLF Westend Heights,Phase 5 DLF,122011.0,validated_candidate_geocode,"DLF Westend Heights, Phase 5 DLF, 122011.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_763e18f7c9924ea6,delhi_ncr,Central Park The Selene Tower,Sector 32 Sohna,122102.0,unmapped,"Central Park The Selene Tower, Sector 32 Sohna, 122102.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_4a749a80192c85cf,delhi_ncr,DLF Blaire,Phase 5 DLF,122011.0,validated_candidate_geocode,"DLF Blaire, Phase 5 DLF, 122011.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_61866f9b01d91f12,delhi_ncr,M3M Altitude,Sector 65,122102.0,validated_candidate_geocode,"M3M Altitude, Sector 65, 122102.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_40b2f8bf9b1a29ad,delhi_ncr,M3M Elie Saab,Sector 111,122017.0,validated_candidate_geocode,"M3M Elie Saab, Sector 111, 122017.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_c7dd2e007142747b,delhi_ncr,Sobha Crescent,Sector 63A,122102.0,unmapped,"Sobha Crescent, Sector 63A, 122102.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_cdbc34b7c8cf1f4b,delhi_ncr,Emaar MGF The Vilas,Sector 25,122022.0,validated_candidate_geocode,"Emaar MGF The Vilas, Sector 25, 122022.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_48e580ebdd2a35c6,delhi_ncr,Silverglades Laburnum,Sushant Lok,122022.0,validated_candidate_geocode,"Silverglades Laburnum, Sushant Lok, 122022.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_28af1261d541ba43,delhi_ncr,DLF The Pinnacle,Phase 5 DLF,122011.0,validated_candidate_geocode,"DLF The Pinnacle, Phase 5 DLF, 122011.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_1091ccf71ba81a31,delhi_ncr,Max Estate 105,"Sector 105, Noida Express Way",201304.0,validated_candidate_geocode,"Max Estate 105, Sector 105, Noida Express Way, 201304.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_de422a06121a432e,delhi_ncr,SS The Penthouses at the Hibiscus,Sector 50,122018.0,validated_candidate_geocode,"SS The Penthouses at the Hibiscus, Sector 50, 122018.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_9ab4cdeb0fc55a9d,delhi_ncr,Harmony The Horizon Residences,"Vaibhav Khand, Indirapuram",201014.0,validated_candidate_geocode,"Harmony The Horizon Residences, Vaibhav Khand, Indirapuram, 201014.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_cd330c793ce555f8,delhi_ncr,Shalimar Krrish Ibiza Town,Surajkund,121010.0,unmapped,"Shalimar Krrish Ibiza Town, Surajkund, 121010.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_8e61312a3cebe5c0,delhi_ncr,Emaar Palm Terraces Select,Sector 66,122102.0,validated_candidate_geocode,"Emaar Palm Terraces Select, Sector 66, 122102.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_654ba505ec8298fd,delhi_ncr,Silverglades Hightown Residences,Sushant Lok,122022.0,validated_candidate_geocode,"Silverglades Hightown Residences, Sushant Lok, 122022.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_ad61a376610d9ca7,delhi_ncr,Tribeca Trump Tower,Sector 65,122102.0,validated_candidate_geocode,"Tribeca Trump Tower, Sector 65, 122102.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_2d93eeca1ba43013,delhi_ncr,DLF Richmond Park,Sector 43,122022.0,validated_candidate_geocode,"DLF Richmond Park, Sector 43, 122022.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_b6f73be7c17752be,delhi_ncr,The Vipul Tatvam Villas,Sector 48,122001.0,validated_candidate_geocode,"The Vipul Tatvam Villas, Sector 48, 122001.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_1ded57d5b97bf680,delhi_ncr,Pioneer Araya,Sector 62,122102.0,validated_candidate_geocode,"Pioneer Araya, Sector 62, 122102.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_edd80e5f94208247,delhi_ncr,Godrej Astra,Sector 54,122011.0,validated_candidate_geocode,"Godrej Astra, Sector 54, 122011.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_b5c0ed1450af630c,delhi_ncr,TDI Ourania,Sector 53,122022.0,validated_candidate_geocode,"TDI Ourania, Sector 53, 122022.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_569b91ce9e47a2ce,delhi_ncr,Unitech Nirvana Villas,Sector 50,122018.0,validated_candidate_geocode,"Unitech Nirvana Villas, Sector 50, 122018.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_f97496acb3b17bd0,delhi_ncr,Godrej Sora,Sector 53,122022.0,validated_candidate_geocode,"Godrej Sora, Sector 53, 122022.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_1dc4a51bc03fd64b,delhi_ncr,Alpha Corp Gurgaon One,Sector 22,122022.0,validated_candidate_geocode,"Alpha Corp Gurgaon One, Sector 22, 122022.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_997af5ba6db4d45e,delhi_ncr,Ambience Caitriona,Sector 24,122022.0,validated_candidate_geocode,"Ambience Caitriona, Sector 24, 122022.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_c792ca773337b4ab,delhi_ncr,Sahara Grace,Sector 28,122022.0,unmapped,"Sahara Grace, Sector 28, 122022.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_7babc7d94905ec85,delhi_ncr,Emaar Palm Springs Plaza,Golf Course Road,122003.0,validated_candidate_geocode,"Emaar Palm Springs Plaza, Golf Course Road, 122003.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_4d8b359fd5665a62,delhi_ncr,Shapoorji Pallonji The Dualis,Sector 46,122022.0,validated_candidate_geocode,"Shapoorji Pallonji The Dualis, Sector 46, 122022.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_244bd6cdc13f7f11,delhi_ncr,Salcon The Verandas,Golf Course Road,122003.0,unmapped,"Salcon The Verandas, Golf Course Road, 122003.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_e181a631f8eafa72,delhi_ncr,TGB Meghdutam,Sector 50,201304.0,validated_candidate_geocode,"TGB Meghdutam, Sector 50, 201304.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_bfde112eaac4d83e,delhi_ncr,M3M Latitude,Sector 65,122102.0,validated_candidate_geocode,"M3M Latitude, Sector 65, 122102.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_17dc72482170ae5e,delhi_ncr,M3M Polo Suites,Sector 65,122102.0,validated_candidate_geocode,"M3M Polo Suites, Sector 65, 122102.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_d473754fcea21a59,delhi_ncr,Omaxe Twin Tower,Sector 50,201304.0,validated_candidate_geocode,"Omaxe Twin Tower, Sector 50, 201304.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_73f7b3480949a537,delhi_ncr,Godrej Alira,Sector 39,122022.0,validated_candidate_geocode,"Godrej Alira, Sector 39, 122022.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_a9b25077683de9c4,delhi_ncr,Antriksh Central Avenue,Sector 33,122018.0,validated_candidate_geocode,"Antriksh Central Avenue, Sector 33, 122018.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_4cf380f86a7b7d7b,delhi_ncr,ABA Cleo Gold,Sector 121,201307.0,validated_candidate_geocode,"ABA Cleo Gold, Sector 121, 201307.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_0def79c1830ca323,delhi_ncr,Dalcore The Falcon,Sector 53,122022.0,validated_candidate_geocode,"Dalcore The Falcon, Sector 53, 122022.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_06a59b174523198e,delhi_ncr,M3M St. Andrews,Sector 65,122102.0,validated_candidate_geocode,"M3M St. Andrews, Sector 65, 122102.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_23f230bb13927ade,delhi_ncr,Adani Oyster Grande Tower G,Sector 102,122006.0,validated_candidate_geocode,"Adani Oyster Grande Tower G, Sector 102, 122006.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_d5fb01b5a755f591,delhi_ncr,Independent Floors at DLF City Phase III,Phase 3 DLF,122002.0,unmapped,"Independent Floors at DLF City Phase III, Phase 3 DLF, 122002.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_375e866c1a947a33,delhi_ncr,lndependent Floors at DLF City Phase I II and III,Phase 1 DLF,122002.0,validated_candidate_geocode,"lndependent Floors at DLF City Phase I II and III, Phase 1 DLF, 122002.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_70559a794648f972,delhi_ncr,Mahagun Marvella,Sector 78,201305.0,unmapped,"Mahagun Marvella, Sector 78, 201305.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_ab95d4236783bd91,delhi_ncr,M3M Panorama Suites,Sector 65,122102.0,validated_candidate_geocode,"M3M Panorama Suites, Sector 65, 122102.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_13a10fc22f19857c,delhi_ncr,Page 3 Noida,"Sector 128, Noida Express Way",201304.0,validated_candidate_geocode,"Page 3 Noida, Sector 128, Noida Express Way, 201304.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_d5abfa0db711a880,delhi_ncr,Oriental villa,"Sushant Lok 3, Sector 57",122003.0,validated_candidate_geocode,"Oriental villa, Sushant Lok 3, Sector 57, 122003.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_183ceda8b9bfc8b0,delhi_ncr,Laburnum Victory Floors 88A,Sector 89,122004.0,validated_candidate_geocode,"Laburnum Victory Floors 88A, Sector 89, 122004.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_97644a67ccafe797,delhi_ncr,ATS Advantage,Indirapuram,201014.0,validated_candidate_geocode,"ATS Advantage, Indirapuram, 201014.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_053b42a2ba184f1f,delhi_ncr,Elan The Emperor,Sector 106,122006.0,validated_candidate_geocode,"Elan The Emperor, Sector 106, 122006.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_c3207897993e73c3,delhi_ncr,DLF Gardencity,Sector 91,122505.0,validated_candidate_geocode,"DLF Gardencity, Sector 91, 122505.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_c5371f08ca8c35f7,delhi_ncr,DLF Privana North,"Sector 76, Delhi Gurgaon Expressway",122004.0,unmapped,"DLF Privana North, Sector 76, Delhi Gurgaon Expressway, 122004.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_d52b35d2722eed97,delhi_ncr,DLF The Arbour,Sector 63,122102.0,validated_candidate_geocode,"DLF The Arbour, Sector 63, 122102.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_7349b492cbb7b7bb,delhi_ncr,Shapoorji Pallonji,Sector 102,122006.0,validated_candidate_geocode,"Shapoorji Pallonji, Sector 102, 122006.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_064d4c6e461e6b5a,delhi_ncr,DLF Privana South,"Sector 77, Delhi Gurgaon Expressway",122004.0,unmapped,"DLF Privana South, Sector 77, Delhi Gurgaon Expressway, 122004.0, Delhi NCR, India",,,,False,no_osm_result,miss
